,teamname,league,date,blue_side,gamelength,game,result,teamkills,teamdeaths,firstblood,dragons,barons,opp_barons,towers,opp_towers,inhibitors,opp_inhibitors,damagetochampions,damagetakenperminute,wardsplaced,wardskilled,controlwardsbought,totalgold,gspd
1529,Liiv SANDBOX,LCK,2021-03-05 09:31:28,0,2258,1.0,1,15,9,0.0,3.0,0.0,1.0,8.0,5.0,1.0,0.0,80182.0,3150.186,146.0,68.0,62.0,68311,-0.072749
1530,Luxury Esports,VCS,2021-03-05 09:42:39,0,1543,1.0,0,11,25,0.0,1.0,0.0,1.0,2.0,11.0,0.0,3.0,53113.0,3661.011,70.0,37.0,27.0,47842,-0.136242
1531,Saigon Buffalo,VCS,2021-03-05 09:42:39,1,1543,1.0,1,25,11,1.0,2.0,1.0,0.0,11.0,2.0,3.0,0.0,68264.0,3363.4608,92.0,25.0,42.0,53383,0.136242
1532,BOOM Esports,PCS,2021-03-05 09:50:25,1,1497,1.0,0,2,12,0.0,0.0,0.0,1.0,0.0,11.0,0.0,3.0,26685.0,2286.5331,81.0,25.0,26.0,36250,-0.207707
1533,PSG Talon,PCS,2021-03-05 09:50:25,0,1497,1.0,1,12,2,1.0,3.0,1.0,0.0,11.0,0.0,3.0,0.0,36012.0,2273.1864,86.0,46.0,28.0,51806,0.207707
1534,eStar,LPL,2021-03-05 10:13:00,1,1528,2.0,0,5,22,0.0,0.0,0.0,1.0,1.0,11.0,0.0,3.0,37894.0,3004.3194,74.0,31.0,36.0,38745,-0.272282
1535,JD Gaming,LPL,2021-03-05 10:13:00,0,1528,2.0,1,22,6,1.0,3.0,1.0,0.0,11.0,1.0,3.0,0.0,54817.0,2848.3901,98.0,41.0,29.0,56410,0.272282
1536,Luxury Esports,VCS,2021-03-05 10:43:37,1,1353,2.0,0,5,33,0.0,1.0,0.0,0.0,1.0,10.0,0.0,2.0,32628.0,2955.6098,55.0,25.0,24.0,34696,-0.354242
1537,Saigon Buffalo,VCS,2021-03-05 10:43:37,0,1353,2.0,1,33,5,1.0,1.0,0.0,0.0,10.0,1.0,2.0,0.0,51938.0,2704.0355,81.0,21.0,27.0,51760,0.354242
1538,J Team,PCS,2021-03-05 10:58:02,1,1305,1.0,1,20,6,1.0,3.0,0.0,0.0,7.0,0.0,1.0,0.0,60636.0,3635.7241,66.0,24.0,26.0,44947,0.175744
1539,Hong Kong Attitude,PCS,2021-03-05 10:58:02,0,1305,1.0,0,6,20,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,51726.0,3595.4023,64.0,25.0,31.0,33085,-0.175744
1540,Suning,LPL,2021-03-05 11:18:08,1,1706,1.0,1,17,3,1.0,3.0,0.0,0.0,8.0,0.0,1.0,0.0,59697.0,2559.6014,111.0,43.0,40.0,55674,0.182562
1541,Victory Five,LPL,2021-03-05 11:18:08,0,1706,1.0,0,3,17,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,42954.0,2611.8288,81.0,47.0,31.0,41778,-0.182562
1542,Gen.G,LCK,2021-03-05 11:18:54,0,1876,2.0,0,8,15,0.0,3.0,1.0,0.0,3.0,10.0,0.0,2.0,40643.0,2877.3774,136.0,49.0,44.0,54405,-0.0869029
1543,Liiv SANDBOX,LCK,2021-03-05 11:18:54,1,1876,2.0,1,15,8,1.0,1.0,0.0,1.0,10.0,3.0,2.0,0.0,59772.0,2210.533,103.0,66.0,45.0,58785,0.0869029
1544,Impunity,PCS,2021-03-05 11:47:50,1,1589,1.0,1,19,8,0.0,2.0,1.0,0.0,11.0,2.0,3.0,0.0,55854.0,2643.3984,61.0,28.0,25.0,52757,0.141407
1545,Liyab Esports,PCS,2021-03-05 11:47:50,0,1589,1.0,0,8,19,1.0,2.0,0.0,1.0,2.0,11.0,0.0,3.0,42763.0,2943.7382,69.0,24.0,29.0,41679,-0.141407
1546,CERBERUS Esports,VCS,2021-03-05 11:51:58,1,2034,1.0,1,18,8,1.0,3.0,2.0,0.0,11.0,1.0,4.0,0.0,67980.0,3675.1622,119.0,47.0,57.0,64835,0.163684
1547,SBTC Esports,VCS,2021-03-05 11:51:58,0,2034,1.0,0,8,18,0.0,2.0,0.0,2.0,1.0,11.0,0.0,4.0,88924.0,3033.4513,94.0,46.0,32.0,54960,-0.163684
1548,Suning,LPL,2021-03-05 12:06:51,1,2297,2.0,1,15,8,0.0,5.0,1.0,1.0,8.0,3.0,1.0,0.0,74748.0,2273.7832,167.0,64.0,60.0,69998,0.0316944
1549,Victory Five,LPL,2021-03-05 12:06:51,0,2297,2.0,0,8,15,1.0,1.0,1.0,1.0,3.0,8.0,0.0,1.0,50158.0,2444.3013,126.0,86.0,42.0,61263,-0.0316944
1550,Alpha Esports,PCS,2021-03-05 12:44:00,1,1576,1.0,1,15,4,1.0,4.0,1.0,0.0,8.0,0.0,1.0,0.0,47989.0,2713.934,78.0,45.0,33.0,50355,0.152573
1551,Hong Kong Attitude,PCS,2021-03-05 12:44:00,0,1576,1.0,0,4,15,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,39825.0,2564.6954,81.0,33.0,39.0,39870,-0.152573
1552,CERBERUS Esports,VCS,2021-03-05 12:52:26,0,2435,2.0,0,22,23,0.0,2.0,1.0,2.0,8.0,8.0,3.0,1.0,115122.0,3269.6427,124.0,70.0,46.0,75424,0.0577048
1553,SBTC Esports,VCS,2021-03-05 12:52:26,1,2435,2.0,1,23,22,1.0,4.0,2.0,1.0,8.0,8.0,1.0,3.0,96044.0,3806.3901,134.0,58.0,49.0,78393,-0.0577048
1554,SBTC Esports,VCS,2021-03-05 13:53:37,0,1833,3.0,1,17,6,1.0,3.0,2.0,0.0,10.0,2.0,3.0,0.0,65157.0,3164.7136,94.0,58.0,37.0,59745,0.116971
1555,CERBERUS Esports,VCS,2021-03-05 13:53:37,1,1833,3.0,0,6,17,0.0,2.0,0.0,2.0,2.0,10.0,0.0,3.0,59843.0,2795.5155,100.0,45.0,48.0,48590,-0.116971
1556,MAD Lions,LEC,2021-03-05 16:19:27,1,1873,1.0,1,16,8,0.0,4.0,1.0,0.0,11.0,2.0,2.0,0.0,48132.0,1743.6199,105.0,47.0,40.0,61423,0.167992
1557,FC Schalke 04 Esports,LEC,2021-03-05 16:19:27,0,1873,1.0,0,8,16,1.0,0.0,0.0,1.0,2.0,11.0,0.0,2.0,33428.0,2418.9322,108.0,48.0,47.0,49693,-0.167992
1558,Astralis,LEC,2021-03-05 17:00:05,1,1817,1.0,0,9,19,0.0,2.0,0.0,1.0,1.0,9.0,0.0,2.0,56105.0,2944.656,95.0,31.0,43.0,47199,-0.143416
1559,Misfits Gaming,LEC,2021-03-05 17:00:05,0,1817,1.0,1,19,9,1.0,3.0,1.0,0.0,9.0,1.0,2.0,0.0,64707.0,3222.5316,94.0,37.0,37.0,58234,0.143416
1560,G2 Esports,LEC,2021-03-05 18:05:39,1,1717,1.0,1,14,4,1.0,2.0,1.0,0.0,9.0,3.0,1.0,0.0,48743.0,2776.7734,82.0,55.0,28.0,56565,0.0645503
1561,Rogue,LEC,2021-03-05 18:05:39,0,1717,1.0,0,4,14,0.0,2.0,0.0,1.0,3.0,9.0,0.0,1.0,43536.0,2815.6669,105.0,34.0,27.0,47043,-0.0645503
1562,SK Gaming,LEC,2021-03-05 18:46:13,1,1792,1.0,0,3,8,1.0,1.0,0.0,2.0,2.0,9.0,0.0,2.0,33495.0,2357.3103,106.0,36.0,37.0,47262,-0.096184
1563,Team Vitality,LEC,2021-03-05 18:46:13,0,1792,1.0,1,8,3,0.0,3.0,2.0,0.0,9.0,2.0,2.0,0.0,41441.0,1945.8147,114.0,54.0,47.0,57760,0.096184
1564,Excel Esports,LEC,2021-03-05 19:37:53,1,1621,1.0,0,5,13,1.0,0.0,0.0,1.0,4.0,8.0,0.0,1.0,48952.0,2830.438,76.0,29.0,37.0,43167,-0.152004
1565,Fnatic,LEC,2021-03-05 19:37:53,0,1621,1.0,1,13,5,0.0,3.0,1.0,0.0,8.0,4.0,1.0,0.0,48530.0,2670.4257,90.0,28.0,40.0,51576,0.152004
1566,Dignitas,LCS,2021-03-05 22:15:28,0,2181,1.0,1,12,14,0.0,4.0,0.0,1.0,6.0,5.0,1.0,0.0,74268.0,2413.8927,109.0,69.0,47.0,63989,-0.132555
1567,TSM,LCS,2021-03-05 22:15:28,1,2181,1.0,0,14,12,1.0,1.0,1.0,0.0,5.0,6.0,0.0,1.0,60839.0,3116.2311,133.0,50.0,52.0,65006,0.132555
1568,100 Thieves,LCS,2021-03-05 23:43:39,1,1983,1.0,0,7,11,1.0,0.0,0.0,1.0,2.0,11.0,0.0,3.0,46776.0,2461.3918,123.0,46.0,44.0,52993,-0.0738435
1569,Evil Geniuses,LCS,2021-03-05 23:43:39,0,1983,1.0,1,11,7,0.0,5.0,1.0,0.0,11.0,2.0,3.0,0.0,57831.0,2505.2345,116.0,57.0,35.0,63083,0.0738435
1570,FlyQuest,LCS,2021-03-06 00:43:16,1,1430,1.0,0,4,14,0.0,0.0,0.0,1.0,0.0,10.0,0.0,2.0,28672.0,2448.7552,64.0,24.0,23.0,35732,-0.250958
1571,Cloud9,LCS,2021-03-06 00:43:16,0,1430,1.0,1,14,4,1.0,3.0,1.0,0.0,10.0,0.0,2.0,0.0,36586.0,2987.2867,67.0,29.0,33.0,51653,0.250958
1572,Team Liquid,LCS,2021-03-06 01:37:17,1,1858,1.0,1,16,2,1.0,4.0,1.0,0.0,11.0,0.0,2.0,0.0,65372.0,2929.3111,115.0,67.0,33.0,61038,0.26245
1573,Golden Guardians,LCS,2021-03-06 01:37:17,0,1858,1.0,0,2,16,0.0,0.0,0.0,1.0,0.0,11.0,0.0,2.0,49770.0,3055.7696,114.0,48.0,39.0,46767,-0.26245
1574,Immortals,LCS,2021-03-06 02:40:46,1,1547,1.0,0,3,12,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,19698.0,2513.5229,87.0,38.0,31.0,39488,-0.162366
1575,Counter Logic Gaming,LCS,2021-03-06 02:40:46,0,1547,1.0,1,12,3,1.0,3.0,1.0,0.0,9.0,0.0,1.0,0.0,38577.0,2355.7854,88.0,45.0,33.0,51103,0.162366
1576,Crest Gaming Act,LJL,2021-03-06 03:55:13,1,1874,1.0,1,12,14,0.0,3.0,1.0,0.0,7.0,4.0,1.0,0.0,49083.0,1831.921,93.0,49.0,25.0,57987,-0.0188313
1577,AXIZ,LJL,2021-03-06 03:55:13,0,1874,1.0,0,14,12,1.0,2.0,0.0,1.0,4.0,7.0,0.0,1.0,38830.0,2443.8314,127.0,47.0,46.0,55597,0.0188313
1578,Crest Gaming Act,LJL,2021-03-06 05:06:39,0,2032,1.0,1,17,12,1.0,3.0,1.0,1.0,6.0,8.0,1.0,2.0,68147.0,3173.4154,103.0,43.0,36.0,62501,-0.0343211
1579,Sengoku Gaming,LJL,2021-03-06 05:06:39,1,2032,1.0,0,12,17,0.0,2.0,1.0,1.0,8.0,6.0,2.0,1.0,69618.0,3025.5709,94.0,65.0,39.0,61190,0.0343211
1580,DWG KIA,LCK,2021-03-06 05:54:16,1,2165,1.0,1,19,12,0.0,3.0,1.0,0.0,8.0,2.0,1.0,0.0,103388.0,3071.6674,158.0,66.0,73.0,66608,0.0156478
1581,Kwangdong Freecs,LCK,2021-03-06 05:54:16,0,2165,1.0,0,12,19,1.0,2.0,0.0,1.0,2.0,8.0,0.0,1.0,75426.0,3670.5035,132.0,72.0,64.0,60152,-0.0156478
1582,AXIZ,LJL,2021-03-06 06:19:24,1,2166,1.0,0,8,19,1.0,2.0,2.0,0.0,5.0,7.0,0.0,1.0,61628.0,2802.9086,115.0,78.0,51.0,63638,0.0294956
1583,Rascal Jester,LJL,2021-03-06 06:19:24,0,2166,1.0,1,19,8,0.0,3.0,0.0,2.0,7.0,5.0,1.0,0.0,75803.0,2693.518,144.0,59.0,49.0,64099,-0.0294956
1584,LNG Esports,LPL,2021-03-06 07:16:59,1,1525,1.0,1,12,1,0.0,2.0,1.0,0.0,10.0,1.0,2.0,0.0,56744.0,2427.5016,102.0,35.0,22.0,51013,0.260494
1585,LGD Gaming,LPL,2021-03-06 07:16:59,0,1525,1.0,0,1,12,1.0,2.0,0.0,1.0,1.0,10.0,0.0,2.0,28617.0,3007.6328,76.0,38.0,30.0,37166,-0.260494
1586,Rascal Jester,LJL,2021-03-06 07:41:25,1,1691,1.0,0,7,21,1.0,0.0,0.0,2.0,2.0,7.0,0.0,1.0,37213.0,3006.0674,83.0,32.0,29.0,43380,-0.145281
1587,Sengoku Gaming,LJL,2021-03-06 07:41:25,0,1691,1.0,1,21,7,0.0,4.0,2.0,0.0,7.0,2.0,1.0,0.0,63517.0,2335.9905,90.0,44.0,34.0,57243,0.145281
1588,J Team,PCS,2021-03-06 07:46:48,1,1214,1.0,1,16,3,0.0,3.0,0.0,0.0,9.0,0.0,2.0,0.0,47082.0,3176.1944,66.0,23.0,15.0,43423,0.328659
1589,Impunity,PCS,2021-03-06 07:46:48,0,1214,1.0,0,3,16,1.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,35151.0,3091.4333,45.0,20.0,18.0,30577,-0.328659
1590,LNG Esports,LPL,2021-03-06 08:03:57,0,1676,2.0,0,8,18,1.0,0.0,0.0,1.0,2.0,9.0,0.0,1.0,48988.0,3138.7589,83.0,30.0,33.0,43228,-0.102708
1591,LGD Gaming,LPL,2021-03-06 08:03:57,1,1676,2.0,1,18,8,0.0,4.0,1.0,0.0,9.0,2.0,1.0,0.0,64192.0,2924.2482,95.0,36.0,30.0,53427,0.102708
1592,Machi Esports,PCS,2021-03-06 08:38:31,1,1841,1.0,1,14,11,1.0,2.0,2.0,0.0,11.0,1.0,3.0,0.0,57192.0,3012.9386,89.0,47.0,40.0,59037,0.193715
1593,Liyab Esports,PCS,2021-03-06 08:38:31,0,1841,1.0,0,11,14,0.0,2.0,0.0,2.0,1.0,11.0,0.0,3.0,57784.0,2807.3547,96.0,36.0,34.0,48763,-0.193715
1594,Kwangdong Freecs,LCK,2021-03-06 08:42:43,1,1689,2.0,0,9,25,0.0,0.0,0.0,1.0,2.0,8.0,0.0,1.0,69902.0,4050.7638,81.0,28.0,37.0,44995,-0.143993
1595,DWG KIA,LCK,2021-03-06 08:42:43,0,1689,2.0,1,25,10,1.0,4.0,1.0,0.0,8.0,2.0,1.0,0.0,93101.0,3858.7922,74.0,26.0,34.0,54571,0.143993
1596,DetonatioN FocusMe,LJL,2021-03-06 08:44:43,1,1502,1.0,1,17,2,1.0,2.0,1.0,0.0,9.0,1.0,2.0,0.0,50698.0,2442.3835,73.0,19.0,25.0,49053,0.239472
1597,V3 Esports,LJL,2021-03-06 08:44:43,0,1502,1.0,0,2,18,0.0,1.0,0.0,1.0,1.0,9.0,0.0,2.0,28090.0,2893.4221,56.0,30.0,28.0,36618,-0.239472
1598,LNG Esports,LPL,2021-03-06 08:53:00,1,1435,3.0,1,21,9,0.0,1.0,1.0,0.0,7.0,3.0,1.0,0.0,43127.0,3458.1324,71.0,24.0,23.0,47200,0.00588461
1599,LGD Gaming,LPL,2021-03-06 08:53:00,0,1435,3.0,0,9,21,1.0,2.0,0.0,1.0,3.0,7.0,0.0,1.0,51907.0,2487.0941,62.0,25.0,26.0,39759,-0.00588461
1600,FunPlus Phoenix,LPL,2021-03-06 09:18:37,1,1847,1.0,0,9,16,0.0,1.0,0.0,1.0,4.0,7.0,0.0,1.0,65046.0,3205.111,97.0,48.0,40.0,51233,-0.027023
1601,Rare Atom,LPL,2021-03-06 09:18:37,0,1847,1.0,1,16,9,1.0,4.0,1.0,0.0,7.0,4.0,1.0,0.0,74133.0,3072.7017,98.0,45.0,30.0,57918,0.027023
1602,Alpha Esports,PCS,2021-03-06 09:34:23,1,1679,1.0,0,8,19,0.0,1.0,0.0,1.0,2.0,9.0,0.0,1.0,29893.0,2797.2365,87.0,38.0,37.0,45980,-0.126254
1603,Berjaya Dragons,PCS,2021-03-06 09:34:23,0,1679,1.0,1,19,8,1.0,3.0,1.0,0.0,9.0,2.0,1.0,0.0,54118.0,2115.3306,125.0,44.0,46.0,55701,0.126254
1604,KT Rolster,LCK,2021-03-06 09:37:45,0,1960,1.0,0,3,11,0.0,1.0,0.0,1.0,1.0,10.0,0.0,2.0,26092.0,2672.7857,122.0,65.0,59.0,51896,-0.110208
1605,T1,LCK,2021-03-06 09:37:45,1,1960,1.0,1,11,3,1.0,3.0,1.0,0.0,10.0,1.0,2.0,0.0,57870.0,1913.9694,122.0,54.0,46.0,61634,0.110208
1606,GAM Esports,VCS,2021-03-06 09:49:14,0,1319,1.0,1,14,5,0.0,2.0,1.0,0.0,7.0,0.0,1.0,0.0,36503.0,2446.9901,59.0,27.0,24.0,44941,0.102522
1607,Burst The Sky Esports,VCS,2021-03-06 09:49:14,1,1319,1.0,0,5,14,1.0,1.0,0.0,1.0,0.0,7.0,0.0,1.0,31967.0,2676.6187,64.0,18.0,28.0,35617,-0.102522
1608,V3 Esports,LJL,2021-03-06 09:51:26,1,2400,1.0,0,4,12,1.0,2.0,1.0,1.0,4.0,7.0,0.0,1.0,54812.0,2307.7,143.0,96.0,60.0,63522,0.057209
1609,Burning Core,LJL,2021-03-06 09:51:26,0,2400,1.0,1,12,4,0.0,4.0,1.0,1.0,7.0,4.0,1.0,0.0,61498.0,2209.95,168.0,82.0,45.0,68241,-0.057209
1610,Rare Atom,LPL,2021-03-06 10:11:01,1,1605,2.0,0,9,19,1.0,0.0,0.0,1.0,1.0,10.0,0.0,1.0,45343.0,3018.4299,83.0,39.0,25.0,44898,-0.0725389
1611,FunPlus Phoenix,LPL,2021-03-06 10:11:01,0,1605,2.0,1,19,9,0.0,4.0,1.0,0.0,10.0,1.0,1.0,0.0,54983.0,2979.7009,89.0,38.0,35.0,56251,0.0725389
1612,Machi Esports,PCS,2021-03-06 10:32:32,1,3462,1.0,0,13,22,1.0,4.0,2.0,3.0,5.0,10.0,0.0,5.0,144767.0,3022.4957,212.0,123.0,72.0,94559,-0.082905
1613,Beyond Gaming,PCS,2021-03-06 10:32:32,0,3462,1.0,1,22,13,0.0,5.0,3.0,2.0,10.0,5.0,5.0,0.0,128165.0,3224.2808,222.0,93.0,73.0,102027,0.082905
1614,GAM Esports,VCS,2021-03-06 10:40:25,1,1468,2.0,1,27,7,1.0,3.0,1.0,0.0,11.0,0.0,3.0,0.0,58925.0,3237.3025,85.0,42.0,20.0,55951,0.279359
1615,Burst The Sky Esports,VCS,2021-03-06 10:40:25,0,1468,2.0,0,7,27,0.0,0.0,0.0,1.0,0.0,11.0,0.0,3.0,39348.0,3314.673,83.0,37.0,32.0,37463,-0.279359
1616,FunPlus Phoenix,LPL,2021-03-06 10:57:22,1,2502,3.0,0,23,27,1.0,3.0,2.0,1.0,6.0,7.0,0.0,1.0,116268.0,3996.5468,150.0,63.0,64.0,76428,-0.0162866
1617,Rare Atom,LPL,2021-03-06 10:57:22,0,2502,3.0,1,27,23,0.0,3.0,1.0,2.0,7.0,6.0,1.0,0.0,128286.0,3608.6811,147.0,71.0,40.0,78775,0.0162866
1618,Burning Core,LJL,2021-03-06 11:16:47,0,1924,1.0,0,2,16,1.0,1.0,0.0,1.0,2.0,9.0,0.0,2.0,40714.0,2880.7173,118.0,49.0,40.0,47765,-0.0866987
1619,Fukuoka SoftBank HAWKS gaming,LJL,2021-03-06 11:16:47,1,1924,1.0,1,16,2,0.0,4.0,1.0,0.0,9.0,2.0,2.0,0.0,65799.0,2155.4782,107.0,58.0,43.0,58975,0.0866987
1620,KT Rolster,LCK,2021-03-06 11:24:46,1,2806,2.0,0,11,22,1.0,1.0,1.0,1.0,3.0,10.0,0.0,2.0,102450.0,2957.2345,157.0,85.0,64.0,77857,-0.0632482
1621,T1,LCK,2021-03-06 11:24:46,0,2806,2.0,1,22,11,0.0,5.0,1.0,1.0,10.0,3.0,2.0,0.0,99500.0,3073.129,154.0,82.0,55.0,85780,0.0632482
1622,Team Flash,VCS,2021-03-06 11:50:09,1,2648,1.0,1,22,19,1.0,2.0,3.0,0.0,10.0,3.0,3.0,0.0,112149.0,2998.6405,179.0,74.0,63.0,88856,0.0506971
1623,Team Secret,VCS,2021-03-06 11:50:09,0,2648,1.0,0,18,22,0.0,4.0,0.0,3.0,3.0,10.0,0.0,3.0,86959.0,3361.5634,160.0,83.0,55.0,75841,-0.0506971
1624,Berjaya Dragons,PCS,2021-03-06 12:02:45,1,2105,1.0,0,13,22,0.0,0.0,0.0,1.0,1.0,11.0,0.0,3.0,64120.0,3235.1829,130.0,59.0,68.0,57207,-0.153719
1625,BOOM Esports,PCS,2021-03-06 12:02:45,0,2105,1.0,1,22,13,1.0,5.0,1.0,0.0,11.0,1.0,3.0,0.0,83572.0,2998.2898,127.0,67.0,41.0,68351,0.153719
1626,Royal Never Give Up,LPL,2021-03-06 12:11:54,1,1474,1.0,1,17,7,0.0,2.0,1.0,0.0,10.0,2.0,2.0,0.0,51181.0,2269.1723,70.0,32.0,31.0,51531,0.20281
1627,EDward Gaming,LPL,2021-03-06 12:11:54,0,1474,1.0,0,7,17,1.0,2.0,0.0,1.0,2.0,10.0,0.0,2.0,30919.0,2959.9457,64.0,20.0,26.0,39602,-0.20281
1628,DetonatioN FocusMe,LJL,2021-03-06 12:27:52,1,2419,1.0,1,5,5,0.0,4.0,1.0,0.0,7.0,3.0,1.0,0.0,44806.0,1900.5788,113.0,83.0,54.0,66938,-0.0354132
1629,Fukuoka SoftBank HAWKS gaming,LJL,2021-03-06 12:27:52,0,2419,1.0,0,5,5,1.0,3.0,0.0,1.0,3.0,7.0,0.0,1.0,47768.0,1918.4374,135.0,70.0,56.0,64206,0.0354132
1630,Royal Never Give Up,LPL,2021-03-06 12:57:30,0,2073,2.0,0,8,11,1.0,2.0,0.0,2.0,1.0,8.0,0.0,1.0,38550.0,2510.9986,119.0,56.0,46.0,53580,-0.102234
1631,EDward Gaming,LPL,2021-03-06 12:57:30,1,2073,2.0,1,11,8,0.0,3.0,2.0,0.0,8.0,1.0,1.0,0.0,59532.0,1883.6469,109.0,66.0,45.0,63687,0.102234
1632,Team Secret,VCS,2021-03-06 13:00:07,1,1885,2.0,1,15,9,1.0,1.0,1.0,0.0,11.0,3.0,3.0,0.0,62652.0,2461.6552,109.0,57.0,35.0,62236,0.10471
1633,Team Flash,VCS,2021-03-06 13:00:07,0,1885,2.0,0,9,15,0.0,3.0,0.0,1.0,3.0,11.0,0.0,3.0,38982.0,2762.7056,111.0,50.0,48.0,51278,-0.10471
1634,Hong Kong Attitude,PCS,2021-03-06 13:03:12,1,1881,1.0,0,8,26,0.0,1.0,0.0,1.0,2.0,10.0,0.0,2.0,61275.0,3328.7081,113.0,46.0,42.0,48931,-0.0759518
1635,PSG Talon,PCS,2021-03-06 13:03:12,0,1881,1.0,1,26,8,1.0,3.0,1.0,0.0,10.0,2.0,2.0,0.0,79668.0,3148.8676,116.0,58.0,39.0,62219,0.0759518
1636,Team Flash,VCS,2021-03-06 13:51:56,1,1689,3.0,0,5,9,0.0,0.0,0.0,1.0,3.0,11.0,0.0,3.0,34590.0,2348.0639,80.0,41.0,35.0,43479,-0.0799036
1637,Team Secret,VCS,2021-03-06 13:51:56,0,1689,3.0,1,9,5,1.0,4.0,1.0,0.0,11.0,3.0,3.0,0.0,35580.0,2222.238,90.0,39.0,37.0,51945,0.0799036
1638,LOUD,CBLOL,2021-03-06 15:23:40,1,2253,1.0,0,13,15,0.0,4.0,0.0,2.0,4.0,9.0,0.0,2.0,69706.0,3215.526,119.0,56.0,47.0,63490,-0.0250946
1639,Cruzeiro eSports,CBLOL,2021-03-06 15:23:40,0,2253,1.0,1,15,13,1.0,1.0,2.0,0.0,9.0,4.0,2.0,0.0,84004.0,2900.8522,135.0,35.0,56.0,68507,0.0250946
1640,FC Schalke 04 Esports,LEC,2021-03-06 15:28:13,1,2215,1.0,1,18,15,0.0,2.0,1.0,0.0,10.0,2.0,3.0,0.0,101925.0,2910.5011,128.0,57.0,55.0,67954,0.0427934
1641,Astralis,LEC,2021-03-06 15:28:13,0,2215,1.0,0,15,18,1.0,3.0,0.0,1.0,2.0,10.0,0.0,3.0,71366.0,3627.8194,128.0,48.0,50.0,60786,-0.0427934
1642,Excel Esports,LEC,2021-03-06 16:12:52,0,2695,1.0,0,10,19,0.0,3.0,0.0,3.0,4.0,10.0,0.0,3.0,83939.0,3239.7328,147.0,70.0,58.0,72668,-0.0714611
1643,Team Vitality,LEC,2021-03-06 16:12:52,1,2695,1.0,1,19,10,1.0,4.0,3.0,0.0,10.0,4.0,3.0,0.0,98268.0,2848.4972,160.0,66.0,63.0,82724,0.0714611
1644,Rensga eSports,CBLOL,2021-03-06 16:58:48,1,1677,1.0,0,7,20,1.0,2.0,0.0,1.0,1.0,11.0,0.0,3.0,56233.0,3242.7549,71.0,31.0,26.0,42484,-0.285439
1645,RED Canids,CBLOL,2021-03-06 16:58:48,0,1677,1.0,1,20,7,0.0,1.0,1.0,0.0,11.0,1.0,3.0,0.0,75019.0,3772.2719,88.0,33.0,41.0,57357,0.285439
1646,Fnatic,LEC,2021-03-06 17:00:10,1,1618,1.0,1,16,8,1.0,3.0,1.0,0.0,9.0,0.0,1.0,0.0,50590.0,2391.063,85.0,24.0,35.0,55521,0.213289
1647,SK Gaming,LEC,2021-03-06 17:00:10,0,1618,1.0,0,8,16,0.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,40798.0,2546.6255,75.0,29.0,26.0,41486,-0.213289
1648,FURIA,CBLOL,2021-03-06 17:58:57,1,1822,1.0,0,8,13,0.0,0.0,0.0,1.0,3.0,11.0,0.0,3.0,40393.0,2815.0274,121.0,52.0,34.0,49479,-0.0765138
1649,INTZ,CBLOL,2021-03-06 17:58:57,0,1822,1.0,1,13,8,1.0,4.0,1.0,0.0,11.0,3.0,3.0,0.0,54745.0,2623.5346,111.0,66.0,53.0,58701,0.0765138
1650,G2 Esports,LEC,2021-03-06 18:11:09,1,2105,1.0,1,22,11,0.0,3.0,2.0,0.0,11.0,1.0,2.0,0.0,84408.0,2906.6508,127.0,45.0,37.0,67816,0.141501
1651,Misfits Gaming,LEC,2021-03-06 18:11:09,0,2105,1.0,0,11,22,1.0,1.0,0.0,2.0,1.0,11.0,0.0,2.0,65490.0,3316.9311,97.0,41.0,40.0,57950,-0.141501
1652,Vorax Liberty,CBLOL,2021-03-06 18:52:26,1,2047,1.0,0,9,16,1.0,1.0,0.0,2.0,3.0,10.0,0.0,2.0,58968.0,2714.8021,125.0,62.0,53.0,54049,-0.118758
1653,KaBuM! e-Sports,CBLOL,2021-03-06 18:52:26,0,2047,1.0,1,16,9,0.0,4.0,2.0,0.0,10.0,3.0,2.0,0.0,66031.0,2913.2975,161.0,67.0,57.0,63970,0.118758
1654,Rogue,LEC,2021-03-06 19:41:48,1,2191,1.0,1,17,10,0.0,1.0,2.0,0.0,11.0,5.0,3.0,0.0,67044.0,2943.9982,130.0,57.0,42.0,72467,0.169879
1655,MAD Lions,LEC,2021-03-06 19:41:48,0,2191,1.0,0,10,17,1.0,4.0,0.0,2.0,5.0,11.0,0.0,3.0,67125.0,2750.388,130.0,58.0,49.0,59054,-0.169879
1656,Flamengo Esports,CBLOL,2021-03-06 19:50:01,0,1839,1.0,0,11,15,0.0,3.0,0.0,2.0,5.0,10.0,0.0,2.0,39540.0,2949.2333,111.0,43.0,42.0,54146,0.0101338
1657,paiN Gaming,CBLOL,2021-03-06 19:50:01,1,1839,1.0,1,15,11,1.0,1.0,2.0,0.0,10.0,5.0,2.0,0.0,60804.0,2443.9804,108.0,47.0,54.0,60203,-0.0101338
